ID,Titel,Erstellt am,URL,Status,Öffentlichkeit,Gesetz,Beschreibung,Zusammenfassung,Fälligkeitsdatum,Beschreibung_processed
302068,"Rechtsgrundlagen, Richtlinien und Daten zur Aussetzung von Belohnungsgeldern bei Fahndungen",2024-03-05T18:57:13.471231+01:00,https://fragdenstaat.de/anfrage/rechtsgrundlagen-richtlinien-und-daten-zur-aussetzung-von-belohnungsgeldern-bei-fahndungen-2/,awaiting_response,True,https://fragdenstaat.de/api/v1/law/9/,"1.	Rechtsgrundlagen und interne Richtlinien/Verwaltungsvorschriften/etc. aus denen die Kriterien hervorgehen, nach denen eine Entscheidung 
a)	der Sache nach („ob“) über die Aussetzung eines Belohnungsgeldes für die Fahndung nach Straftätern/Verdächtigen oder für die Identifizierung von Opfern/etc.,
b)	der Höhe nach sowie
c)	des auszubezahlenden Anteils im Falle eines (zum Erfolg führenden) Hinweises
getroffen wird.
2.	Evaluationsberichte zu einzelnen Belohnungsgeldern oder dem System als solchem.
3.	Eine Übersicht aller Fälle (Name, Tatvorwurf, Datum, ggf. Link sowie verfügende Behörde), die seit 2014 aktiv waren (neu eingestellt wurden oder bereits eingestellt waren und sich nicht erledigt hatten). Soweit einschlägig, geben Sie bitte ferner an
a)	wie viel Geld ausgezahlt wurde sowie
b)	wie viel Geld ausgeschrieben war.",,2024-04-09T00:00:00+02:00,"1. 	 Rechtsgrundlag intern Richtlinie verwaltungsvorschrifter etc. Kriterium hervorgehen Entscheidung 
 	 Sache Aussetzung Belohnungsgeld Fahndung Straftäter verdächtige Identifizierung Opfer etc. 
 -- 	 Höhe 
 c 	 auszubezahlend Anteil Fall Erfolg führend Hinweise 
 treffen 
 2. 	 Evaluationsbericht einzeln Belohnungsgeldern System 
 3. 	 Übersicht Fall Name Tatvorwurf Datum ggf. Link verfügend Behörde 2014 aktiv neu einstellen einstellen erledigen soweit einschlägig geben bitte ferner 
 	 Geld auszahlen 
 -- 	 Geld ausschreiben"
302070,"Rechtsgrundlagen, Richtlinien und Daten zur Aussetzung von Belohnungsgeldern bei Fahndungen",2024-03-05T18:57:13.600426+01:00,https://fragdenstaat.de/anfrage/rechtsgrundlagen-richtlinien-und-daten-zur-aussetzung-von-belohnungsgeldern-bei-fahndungen-4/,awaiting_response,True,https://fragdenstaat.de/api/v1/law/116/,"1.	Rechtsgrundlagen und interne Richtlinien/Verwaltungsvorschriften/etc. aus denen die Kriterien hervorgehen, nach denen eine Entscheidung 
a)	der Sache nach („ob“) über die Aussetzung eines Belohnungsgeldes für die Fahndung nach Straftätern/Verdächtigen oder für die Identifizierung von Opfern/etc.,
b)	der Höhe nach sowie
c)	des auszubezahlenden Anteils im Falle eines (zum Erfolg führenden) Hinweises
getroffen wird.
2.	Evaluationsberichte zu einzelnen Belohnungsgeldern oder dem System als solchem.
3.	Eine Übersicht aller Fälle (Name, Tatvorwurf, Datum, ggf. Link sowie verfügende Behörde), die seit 2014 aktiv waren (neu eingestellt wurden oder bereits eingestellt waren und sich nicht erledigt hatten). Soweit einschlägig, geben Sie bitte ferner an
a)	wie viel Geld ausgezahlt wurde sowie
b)	wie viel Geld ausgeschrieben war.",,2024-04-09T00:00:00+02:00,"1. 	 Rechtsgrundlag intern Richtlinie verwaltungsvorschrifter etc. Kriterium hervorgehen Entscheidung 
 	 Sache Aussetzung Belohnungsgeld Fahndung Straftäter verdächtige Identifizierung Opfer etc. 
 -- 	 Höhe 
 c 	 auszubezahlend Anteil Fall Erfolg führend Hinweise 
 treffen 
 2. 	 Evaluationsbericht einzeln Belohnungsgeldern System 
 3. 	 Übersicht Fall Name Tatvorwurf Datum ggf. Link verfügend Behörde 2014 aktiv neu einstellen einstellen erledigen soweit einschlägig geben bitte ferner 
 	 Geld auszahlen 
 -- 	 Geld ausschreiben"
301500,"Kontrollbericht zu Backwerk, Essen",2024-02-28T18:06:59.872610+01:00,https://fragdenstaat.de/anfrage/kontrollbericht-zu-backwerk-essen-6/,awaiting_classification,True,https://fragdenstaat.de/api/v1/law/3/,"1. Wann haben die beiden letzten lebensmittelrechtlichen Betriebsüberprüfungen im folgenden Betrieb stattgefunden:
Backwerk
Willy-Brandt-Platz 11
45127 Essen

2. Kam es hierbei zu Beanstandungen? Falls ja, beantrage ich hiermit die Herausgabe des entsprechenden Kontrollberichts an mich.",,2024-05-07T00:00:00+02:00,"1. letzter lebensmittelrechtlich Betriebsüberprüfung folgend Betrieb stattfinden 
 Backwerk 
 Willy-Brandt-Platz 11 
 45127 Essen 

 2. hierbei Beanstandung falls beantragen hiermit Herausgabe entsprechend Kontrollbericht"
304418,Abitur-Aufgaben im Fach Mathematik im Jahr 2023 in Mecklenburg-Vorpommern,2024-03-27T20:21:02.549677+01:00,https://fragdenstaat.de/anfrage/abitur-aufgaben-im-fach-mathematik-im-jahr-2023-in-mecklenburg-vorpommern-36/,awaiting_classification,True,https://fragdenstaat.de/api/v1/law/20/,"Die Aufgaben, Erwartungshorizonte und Lösungen für die Abitur-Prüfung im Fach Mathematik aus dem Jahr 2023 in Mecklenburg-Vorpommern.",,2024-04-30T00:00:00+02:00,Aufgabe Erwartungshorizonte Lösung Abitur-Prüfung Fach Mathematik 2023 Mecklenburg-Vorpommern
304868,MNS+-Supportpartner,2024-04-02T23:04:59.888545+02:00,https://fragdenstaat.de/anfrage/mns-supportpartner/,awaiting_classification,True,https://fragdenstaat.de/api/v1/law/18/,"Nach welchen Kriterien werden MNS+-Supportpartner ausgewählt?

Inwiefern wird sichergestellt, dass MNS+-Supportpartner MNS+-Systeme sicher betreuen können?

Werden IT-Qualifikationen der Supportpartner geprüft?

Sind Kenntnisse im Bereich der IT-Sicherheit (Absicherung von Systemen) für Supportpartner benötigt?",,2024-05-07T00:00:00+02:00,"Kriterium MNS+-Supportpartner auswählen 

 Inwiefer sicherstellen MNS+-Supportpartner MNS+-Systeme sicher betreuen 

 IT-Qualifikation Supportpartner prüfen 

 Kenntnis Bereich IT-Sicherheit Absicherung System Supportpartner benötigen"
304558,Neuentwicklung MNS+,2024-03-29T14:06:13.640179+01:00,https://fragdenstaat.de/anfrage/neuentwicklung-mns/,awaiting_classification,True,https://fragdenstaat.de/api/v1/law/18/,"MNS+ wird aktuell neu entwickelt. Dazu bitte ich um Informationen zum Ausschreibungsverfahren, Zeitplan, und geplanten Funktionsumfang der neuen Software.",,2024-05-04T00:00:00+02:00,MNS+ aktuell neu entwickeln bitte Information ausschreibungsverfahren Zeitplan geplant Funktionsumfang Software
304559,Beteiligung am Debian Edu Router,2024-03-29T14:08:40.153153+01:00,https://fragdenstaat.de/anfrage/beteiligung-am-debian-edu-router/,awaiting_classification,True,https://fragdenstaat.de/api/v1/law/18/,"Den Umfang der vom pädagogischen Landesinstitut finanzierten und geplanten Entwicklungen am Debian Edu Router (https://salsa.debian.org/debian-edu/debian-edu-router) sowie den Zeitplan der Entwicklung.

Weiterhin bitte ich um die im Rahmen der bisherigen Entwicklung entstandene Dokumentation zu dieser Software.",,2024-05-04T00:00:00+02:00,"Umfang pädagogisch Landesinstitut finanziert geplant Entwicklung Debian Edu Router Zeitplan Entwicklung 

 weiterhin bitte Rahmen bisherig Entwicklung entstanden Dokumentation Software"
304561,Umgang mit Sicherheitslücken,2024-03-29T14:19:27.631140+01:00,https://fragdenstaat.de/anfrage/umgang-mit-sicherheitsluecken/,awaiting_classification,True,https://fragdenstaat.de/api/v1/law/18/,"Dem pädagogischen Landesinstitut sind Sicherheitslücken im Bezug zum Einsatz der Software Nextcloud in MNS+ bekannt.

Diese Sicherheitslücken ermöglichen in bestimmten Netzwerk-Systemen, Schülern [geschwärzt], indem sie [geschwärzt], [geschwärzt]

Da im Schulnetzwerk teilweise an einigen Schulen (z.B. im System Nextcloud) personenbezogene Daten gespeichert werden, sollte sichergestellt werden, dass Schulen über solche Risiken informiert werden.

1. Seit wann sind diese Sicherheitslücken dem pädagogischen Landesinstitut bekannt?
2. Was ist der Inhalt des MNS+-Tickets #57182, wann wurde es eröffnet, von wem wurde es eröffnet, und wann wurde es inwiefern bearbeitet?
3. Inwiefern wurden Schulen und MNS+-Supportpartner über dieses Problem informiert?
4. Welche Maßnahmen wurden getroffen oder sind geplant, um diese Lücke zu beheben?",,2024-05-04T00:00:00+02:00,"pädagogisch Landesinstitut Sicherheitslücke Bezug Einsatz Software Nextcloud MNS+ 

 sicherheitslücken ermöglichen bestimmt Netzwerk-System Schüler geschwärzt geschwärzt geschwärzt 

 Schulnetzwerk teilweise Schule z.B. System Nextcloud personenbezogen Datum speichern sicherstellen Schule Risiko informieren 

 1. Sicherheitslücke pädagogisch Landesinstitut 
 2. Inhalt MNS+-Tickets 57182 eröffnen eröffnen inwiefern bearbeiten 
 3. Inwiefer Schule MNS+-Supportpartner Problem informieren 
 4. Maßnahme treffen planen Lücke beheben"
304570,Dokumentation Skolerouter,2024-03-29T17:05:03.276212+01:00,https://fragdenstaat.de/anfrage/dokumentation-skolerouter/,awaiting_classification,True,https://fragdenstaat.de/api/v1/law/18/,Die aktuellste Dokumentation zum an Schulen aktuell eingesetzten Skolerouter von [geschwärzt] im PDF-Format.,,2024-05-04T00:00:00+02:00,aktuell Dokumentation Schule aktuell eingesetzt Skolerouter geschwärzt PDF-Format
298725,Höheninterventionsteam Ausbildungs Inhalte,2024-01-29T23:37:25.604266+01:00,https://fragdenstaat.de/anfrage/hoeheninterventionsteam-ausbildungs-inhalte/,awaiting_classification,True,https://fragdenstaat.de/api/v1/law/9/,"1. Dokumente über den Inhalt zur Ausbildung der Höheninterventionsteam (HIT) der Polizei NRW. 
2. Kontaktmöglichkeiten zu Höheninterventionsteam",,2024-03-01T00:00:00+01:00,"1. Dokument Inhalt Ausbildung Höheninterventionsteam HIT Polizei NRW 
 2. Kontaktmöglichkeit Höheninterventionsteam"
